high_grade,low_grade,nces_id,principal,principal_email,school_address,school_city,school_id,school_name,school_phone,school_state,school_zip,state_id
8,Prekindergarten,,Goosebitter,Noah.Keihanaikukauakahihuliheekahaunaele@example.com,191 Rutherford Dam,Skidaway Island,4580,Heronmountain,537.288.8380,NM,90136,
6,Prekindergarten,,Legendgarnet,Anthony.Thomas@example.com,39671 Kub Keys,Baldock,4590,Takernorth,(898) 039-5031 x365,HI,80714,
9,Prekindergarten,,Speakertreasure,Liam.Martinez@example.com,7238 Hermiston Throughway,New Deal,4592,Ridgemango,(941) 610-0366 x94433,IN,04728,
9,Prekindergarten,,Touchfog,Lily.Johnson@example.com,46812 Kaleb Ferry,San Martin,4600,Centaurcake,345-117-4106 x564,MN,38435,
Postgraduate,Prekindergarten,,Gemsticky,A.Keihanaikukauakahihuliheekahaunaele@example.com,19886 Daren Wells,Buffalo City,4610,Throatdawn,173-928-2261 x15622,KY,12849,
9,Prekindergarten,,Sagesage,Ethan.Jinglehimer-schmidt@example.com,783 Vidal Ridges,Plympton,4620,Piratevoid,538-804-2892 x23914,AZ,32793,
2,Prekindergarten,,Mousefancy,Abigail.Anderson@example.com,927 Eichmann Ranch,San Martin,4621,Monkeycrimson,222.181.2069 x11671,WI,32580,
7,Prekindergarten,,Gemrose,Avery.Harris@example.com,2719 Lebsack Field,Northleach,4630,Marecedar,300.258.9928,WA,78092,
6,Prekindergarten,,Chargermesquite,Sadurniño.O@example.com,206 Oral Forest,Baldock,4640,Bugphantom,390-559-5245,KY,54112,
6,Prekindergarten,,Spritekeen,A.Robinson@example.com,639 Ole Circles,Derby Center,4650,Lordcookie,(155) 369-4913 x1093,AL,27848,
9,Prekindergarten,,Roarerswamp,Benjamin.Jinglehimer schmidt@example.com,72973 Prosacco Unions,Baldock,4661,Weedpink,823.772.4969 x328,VA,24935,
2,Prekindergarten,,Zebrasunset,John-Paul.Jackson@example.com,383 April Roads,Cienega Springs,4670,Drifterobsidian,641-829-3588 x21781,WV,91773,
7,Prekindergarten,,Binderancient,A.Thomas@example.com,56678 Sauer Cove,Burrton,4671,Falconmarsh,1-338-090-8766,MO,74275,
9,Prekindergarten,,Razorweak,David.Harris@example.com,4865 Sigmund Plaza,Buffalo City,4680,Questerplaid,(853) 136-5781 x3460,OR,19302,
6,Prekindergarten,,Napetar,Natalie.Wilson@example.com,33093 Bednar Cliffs,Bury,4690,Chatterbrass,679.128.5800,WA,05354,
Kindergarten,Kindergarten,,,,,,4850,Chargerprairie,,,,
Kindergarten,Kindergarten,,,,,,4860,Otterdew,,,,
Postgraduate,Kindergarten,,,,,,4870,Chillclear,,,,
12,Kindergarten,,,,,,4900,Pixiemaze,,,,
4,Kindergarten,,,,99505 Brown Brook,Berkhamsted,4910,Flamemoor,,CA,72811,
10,Kindergarten,,,,4576 Dietrich Ville,Berkhamsted,8034,Stormruby,1-816-196-4384 x724,IN,69654,
